"device","subject","run_id","energy_consumed","load_time"
"nexus5x","http1042018080wwwpaypalcomwwwpaypalcomnl2homehtml",1,59.733504,424
"nexus5x","http1042018080wwwpaypalcomwwwpaypalcomnl2homehtml",2,77.155776,226
"nexus5x","http1042018080wwwpaypalcomwwwpaypalcomnl2homehtml",3,68.44464,243
"nexus5x","http1042018080wwwpaypalcomwwwpaypalcomnl2homehtml",4,77.778,286
"nexus5x","http1042018080wwwpaypalcomwwwpaypalcomnl2homehtml",5,83.844684,258
"nexus5x","http1042018080wwwbaiducomwwwbaiducom1indexhtml",1,61.34508,388
"nexus5x","http1042018080wwwbaiducomwwwbaiducom1indexhtml",2,76.254264,326
"nexus5x","http1042018080wwwbaiducomwwwbaiducom1indexhtml",3,72.526968,389
"nexus5x","http1042018080wwwbaiducomwwwbaiducom1indexhtml",4,75.788352,330
"nexus5x","http1042018080wwwbaiducomwwwbaiducom1indexhtml",5,79.670952,299
"nexus5x","http1042018080awsamazoncomawsamazoncom2indexhtml",1,61.59852,331
"nexus5x","http1042018080awsamazoncomawsamazoncom2indexhtml",2,76.0284,358
"nexus5x","http1042018080awsamazoncomawsamazoncom2indexhtml",3,77.58,498
"nexus5x","http1042018080awsamazoncomawsamazoncom2indexhtml",4,76.64904,383
"nexus5x","http1042018080awsamazoncomawsamazoncom2indexhtml",5,77.26968,536
"nexus5x","http1042018080wwwlinkedincomwwwlinkedincom1indexhtml",1,61.24554,291
"nexus5x","http1042018080wwwlinkedincomwwwlinkedincom1indexhtml",2,91.170576,235
"nexus5x","http1042018080wwwlinkedincomwwwlinkedincom1indexhtml",3,75.97548,216
"nexus5x","http1042018080wwwlinkedincomwwwlinkedincom1indexhtml",4,74.580012,283
"nexus5x","http1042018080wwwlinkedincomwwwlinkedincom1indexhtml",5,75.97548,267
"nexus5x","http1042018080wwwpaypalcomwwwpaypalcomnl0homehtml",1,62.413416,269
"nexus5x","http1042018080wwwpaypalcomwwwpaypalcomnl0homehtml",2,77.590872,303
"nexus5x","http1042018080wwwpaypalcomwwwpaypalcomnl0homehtml",3,79.913952,270
"nexus5x","http1042018080wwwpaypalcomwwwpaypalcomnl0homehtml",4,79.294464,400
"nexus5x","http1042018080wwwpaypalcomwwwpaypalcomnl0homehtml",5,78.520104,256
"nexus5x","http1042018080nlgodaddycomnlgodaddycom3indexhtml",1,65.428704,429
"nexus5x","http1042018080nlgodaddycomnlgodaddycom3indexhtml",2,79.672752,618
"nexus5x","http1042018080nlgodaddycomnlgodaddycom3indexhtml",3,79.359696,306
"nexus5x","http1042018080nlgodaddycomnlgodaddycom3indexhtml",4,80.298864,299
"nexus5x","http1042018080nlgodaddycomnlgodaddycom3indexhtml",5,81.081504,384
"nexus5x","http1042018080wwwbookingcomwwwbookingcom3indexhtml",1,61.51572,576
"nexus5x","http1042018080wwwbookingcomwwwbookingcom3indexhtml",2,72.884448,351
"nexus5x","http1042018080wwwbookingcomwwwbookingcom3indexhtml",3,74.75328,273
"nexus5x","http1042018080wwwbookingcomwwwbookingcom3indexhtml",4,66.655008,284
"nexus5x","http1042018080wwwbookingcomwwwbookingcom3indexhtml",5,77.868,422
"nexus5x","http1042018080wwwokezonecomwwwokezonecom1indexhtml",1,65.62944,300
"nexus5x","http1042018080wwwokezonecomwwwokezonecom1indexhtml",2,84.44736,349
"nexus5x","http1042018080wwwokezonecomwwwokezonecom1indexhtml",3,77.13792,510
"nexus5x","http1042018080wwwokezonecomwwwokezonecom1indexhtml",4,76.51584,336
"nexus5x","http1042018080wwwokezonecomwwwokezonecom1indexhtml",5,79.3152,293
"nexus5x","http1042018080dsalipaycomdsalipaycom2indexhtml",1,68.054688,218
"nexus5x","http1042018080dsalipaycomdsalipaycom2indexhtml",2,82.34928,302
"nexus5x","http1042018080dsalipaycomdsalipaycom2indexhtml",3,83.747664,295
"nexus5x","http1042018080dsalipaycomdsalipaycom2indexhtml",4,82.34928,235
"nexus5x","http1042018080dsalipaycomdsalipaycom2indexhtml",5,82.504656,241
"nexus5x","http1042018080wwwbaiducomwwwbaiducom0indexhtml",1,61.31664,336
"nexus5x","http1042018080wwwbaiducomwwwbaiducom0indexhtml",2,78.39216,301
"nexus5x","http1042018080wwwbaiducomwwwbaiducom0indexhtml",3,75.597984,366
"nexus5x","http1042018080wwwbaiducomwwwbaiducom0indexhtml",4,74.821824,355
"nexus5x","http1042018080wwwbaiducomwwwbaiducom0indexhtml",5,79.16832,382
"nexus5x","http1042018080wwwbaiducomwwwbaiducom2indexhtml",1,61.880112,336
"nexus5x","http1042018080wwwbaiducomwwwbaiducom2indexhtml",2,75.527856,301
"nexus5x","http1042018080wwwbaiducomwwwbaiducom2indexhtml",3,76.458384,589
"nexus5x","http1042018080wwwbaiducomwwwbaiducom2indexhtml",4,75.372768,347
"nexus5x","http1042018080wwwbaiducomwwwbaiducom2indexhtml",5,77.544,308
"nexus5x","http1042018080outlooklivecomoutlooklivecomowa0indexhtml",1,61.2171,314
"nexus5x","http1042018080outlooklivecomoutlooklivecomowa0indexhtml",2,75.63024,287
"nexus5x","http1042018080outlooklivecomoutlooklivecomowa0indexhtml",3,77.33502,223
"nexus5x","http1042018080outlooklivecomoutlooklivecomowa0indexhtml",4,75.47526,233
"nexus5x","http1042018080outlooklivecomoutlooklivecomowa0indexhtml",5,65.40156,218
"nexus5x","http1042018080myoutubecommyoutubecom3indexhtml",1,61.672032,385
"nexus5x","http1042018080myoutubecommyoutubecom3indexhtml",2,75.603024,467
"nexus5x","http1042018080myoutubecommyoutubecom3indexhtml",3,78.733584,395
"nexus5x","http1042018080myoutubecommyoutubecom3indexhtml",4,74.3508,246
"nexus5x","http1042018080myoutubecommyoutubecom3indexhtml",5,77.168304,216
"nexus5x","http1042018080wwwapplecomwwwapplecom0indexhtml",1,62.4357,241
"nexus5x","http1042018080wwwapplecomwwwapplecom0indexhtml",2,76.6044,242
"nexus5x","http1042018080wwwapplecomwwwapplecom0indexhtml",3,78.0057,228
"nexus5x","http1042018080wwwapplecomwwwapplecom0indexhtml",4,77.2272,332
"nexus5x","http1042018080wwwapplecomwwwapplecom0indexhtml",5,80.4969,228
"nexus5x","http1042018080stackexchangecomstackexchangecom2indexhtml",1,62.83008,238
"nexus5x","http1042018080stackexchangecomstackexchangecom2indexhtml",2,52.0992,301
"nexus5x","http1042018080stackexchangecomstackexchangecom2indexhtml",3,76.67136,258
"nexus5x","http1042018080stackexchangecomstackexchangecom2indexhtml",4,74.02752,349
"nexus5x","http1042018080stackexchangecomstackexchangecom2indexhtml",5,77.76,998
"nexus5x","http1042018080wwwbbccomwwwbbccom3indexhtml",1,61.9632,391
"nexus5x","http1042018080wwwbbccomwwwbbccom3indexhtml",2,66.300624,606
"nexus5x","http1042018080wwwbbccomwwwbbccom3indexhtml",3,76.834368,252
"nexus5x","http1042018080wwwbbccomwwwbbccom3indexhtml",4,76.214736,588
"nexus5x","http1042018080wwwbbccomwwwbbccom3indexhtml",5,76.524552,284
"nexus5x","http1042018080dsalipaycomdsalipaycom3indexhtml",1,60.216048,241
"nexus5x","http1042018080dsalipaycomdsalipaycom3indexhtml",2,75.114864,205
"nexus5x","http1042018080dsalipaycomdsalipaycom3indexhtml",3,76.82202,207
"nexus5x","http1042018080dsalipaycomdsalipaycom3indexhtml",4,75.425256,202
"nexus5x","http1042018080dsalipaycomdsalipaycom3indexhtml",5,76.201236,253
"nexus5x","http1042018080wwwlinkedincomwwwlinkedincom2indexhtml",1,61.880112,252
"nexus5x","http1042018080wwwlinkedincomwwwlinkedincom2indexhtml",2,76.148208,243
"nexus5x","http1042018080wwwlinkedincomwwwlinkedincom2indexhtml",3,75.838032,242
"nexus5x","http1042018080wwwlinkedincomwwwlinkedincom2indexhtml",4,74.907504,235
"nexus5x","http1042018080wwwlinkedincomwwwlinkedincom2indexhtml",5,76.613472,264
"nexus5x","http1042018080wwwforbescomwwwforbescom3indexhtml",1,62.892648,527
"nexus5x","http1042018080wwwforbescomwwwforbescom3indexhtml",2,78.073632,294
"nexus5x","http1042018080wwwforbescomwwwforbescom3indexhtml",3,96.352776,295
"nexus5x","http1042018080wwwforbescomwwwforbescom3indexhtml",4,77.454,288
"nexus5x","http1042018080wwwforbescomwwwforbescom3indexhtml",5,72.651852,385
"nexus5x","http1042018080wwwtheguardiancomwwwtheguardiancom1internationalhtml",1,63.535752,543
"nexus5x","http1042018080wwwtheguardiancomwwwtheguardiancom1internationalhtml",2,78.871968,824
"nexus5x","http1042018080wwwtheguardiancomwwwtheguardiancom1internationalhtml",3,79.967412,500
"nexus5x","http1042018080wwwtheguardiancomwwwtheguardiancom1internationalhtml",4,79.967412,475
"nexus5x","http1042018080wwwtheguardiancomwwwtheguardiancom1internationalhtml",5,78.089508,512
"nexus5x","http1042018080nlgodaddycomnlgodaddycom1indexhtml",1,65.2383,609
"nexus5x","http1042018080nlgodaddycomnlgodaddycom1indexhtml",2,79.2513,340
"nexus5x","http1042018080nlgodaddycomnlgodaddycom1indexhtml",3,64.9269,273
"nexus5x","http1042018080nlgodaddycomnlgodaddycom1indexhtml",4,88.2819,307
"nexus5x","http1042018080nlgodaddycomnlgodaddycom1indexhtml",5,82.521,345
"nexus5x","http1042018080wwwtheguardiancomwwwtheguardiancom3internationalhtml",1,65.16288,496
"nexus5x","http1042018080wwwtheguardiancomwwwtheguardiancom3internationalhtml",2,68.4288,520
"nexus5x","http1042018080wwwtheguardiancomwwwtheguardiancom3internationalhtml",3,77.91552,520
"nexus5x","http1042018080wwwtheguardiancomwwwtheguardiancom3internationalhtml",4,76.9824,485
"nexus5x","http1042018080wwwtheguardiancomwwwtheguardiancom3internationalhtml",5,79.00416,541
"nexus5x","http1042018080nlgodaddycomnlgodaddycom2indexhtml",1,65.25792,392
"nexus5x","http1042018080nlgodaddycomnlgodaddycom2indexhtml",2,74.58048,346
"nexus5x","http1042018080nlgodaddycomnlgodaddycom2indexhtml",3,82.038528,693
"nexus5x","http1042018080nlgodaddycomnlgodaddycom2indexhtml",4,77.843376,453
"nexus5x","http1042018080nlgodaddycomnlgodaddycom2indexhtml",5,80.484768,275
"nexus5x","http1042018080wwwamazoncomwwwamazoncom3indexhtml",1,62.0496,229
"nexus5x","http1042018080wwwamazoncomwwwamazoncom3indexhtml",2,76.01076,241
"nexus5x","http1042018080wwwamazoncomwwwamazoncom3indexhtml",3,78.802992,276
"nexus5x","http1042018080wwwamazoncomwwwamazoncom3indexhtml",4,76.78638,298
"nexus5x","http1042018080wwwamazoncomwwwamazoncom3indexhtml",5,78.647868,247
"nexus5x","http1042018080wwwmozillaorgwwwmozillaorgen-us0indexhtml",1,65.586996,608
"nexus5x","http1042018080wwwmozillaorgwwwmozillaorgen-us0indexhtml",2,75.20022,447
"nexus5x","http1042018080wwwmozillaorgwwwmozillaorgen-us0indexhtml",3,78.30126,338
"nexus5x","http1042018080wwwmozillaorgwwwmozillaorgen-us0indexhtml",4,80.937144,289
"nexus5x","http1042018080wwwmozillaorgwwwmozillaorgen-us0indexhtml",5,77.060844,286
"nexus5x","http1042018080stackexchangecomstackexchangecom1indexhtml",1,61.80012,372
"nexus5x","http1042018080stackexchangecomstackexchangecom1indexhtml",2,75.411792,345
"nexus5x","http1042018080stackexchangecomstackexchangecom1indexhtml",3,76.976352,292
"nexus5x","http1042018080stackexchangecomstackexchangecom1indexhtml",4,76.037616,540
"nexus5x","http1042018080stackexchangecomstackexchangecom1indexhtml",5,79.166736,342
"nexus5x","http1042018080wwwamazoncomwwwamazoncom1indexhtml",1,64.831104,337
"nexus5x","http1042018080wwwamazoncomwwwamazoncom1indexhtml",2,77.14278,256
"nexus5x","http1042018080wwwamazoncomwwwamazoncom1indexhtml",3,79.012908,239
"nexus5x","http1042018080wwwamazoncomwwwamazoncom1indexhtml",4,80.727192,335
"nexus5x","http1042018080wwwamazoncomwwwamazoncom1indexhtml",5,79.947972,228
"nexus5x","http1042018080wwwpaypalcomwwwpaypalcomnl3homehtml",1,63.155736,243
"nexus5x","http1042018080wwwpaypalcomwwwpaypalcomnl3homehtml",2,84.466908,280
"nexus5x","http1042018080wwwpaypalcomwwwpaypalcomnl3homehtml",3,66.88908,490
"nexus5x","http1042018080wwwpaypalcomwwwpaypalcomnl3homehtml",4,76.844664,249
"nexus5x","http1042018080wwwpaypalcomwwwpaypalcomnl3homehtml",5,77.155776,219
"nexus5x","http1042018080wwwwikipediaorgwwwwikipediaorg0indexhtml",1,63.578232,221
"nexus5x","http1042018080wwwwikipediaorgwwwwikipediaorg0indexhtml",2,78.656688,291
"nexus5x","http1042018080wwwwikipediaorgwwwwikipediaorg0indexhtml",3,80.988408,265
"nexus5x","http1042018080wwwwikipediaorgwwwwikipediaorg0indexhtml",4,80.211168,273
"nexus5x","http1042018080wwwwikipediaorgwwwwikipediaorg0indexhtml",5,81.143856,276
"nexus5x","http1042018080myoutubecommyoutubecom1indexhtml",1,61.33086,232
"nexus5x","http1042018080myoutubecommyoutubecom1indexhtml",2,75.149712,274
"nexus5x","http1042018080myoutubecommyoutubecom1indexhtml",3,76.85766,221
"nexus5x","http1042018080myoutubecommyoutubecom1indexhtml",4,76.547124,246
"nexus5x","http1042018080myoutubecommyoutubecom1indexhtml",5,77.478732,324
"nexus5x","http1042018080wwwamazoncomwwwamazoncom2indexhtml",1,59.257368,224
"nexus5x","http1042018080wwwamazoncomwwwamazoncom2indexhtml",2,74.769768,232
"nexus5x","http1042018080wwwamazoncomwwwamazoncom2indexhtml",3,77.872248,227
"nexus5x","http1042018080wwwamazoncomwwwamazoncom2indexhtml",4,77.096628,212
"nexus5x","http1042018080wwwamazoncomwwwamazoncom2indexhtml",5,68.25456,249
"nexus5x","http1042018080wwwmozillaorgwwwmozillaorgen-us3indexhtml",1,62.0064,312
"nexus5x","http1042018080wwwmozillaorgwwwmozillaorgen-us3indexhtml",2,77.508,287
"nexus5x","http1042018080wwwmozillaorgwwwmozillaorgen-us3indexhtml",3,76.112856,304
"nexus5x","http1042018080wwwmozillaorgwwwmozillaorgen-us3indexhtml",4,76.577904,295
"nexus5x","http1042018080wwwmozillaorgwwwmozillaorgen-us3indexhtml",5,76.112856,262
"nexus5x","http1042018080wwwapplecomwwwapplecom2indexhtml",1,71.20386,239
"nexus5x","http1042018080wwwapplecomwwwapplecom2indexhtml",2,85.28814,246
"nexus5x","http1042018080wwwapplecomwwwapplecom2indexhtml",3,87.948504,1036
"nexus5x","http1042018080wwwapplecomwwwapplecom2indexhtml",4,84.50568,226
"nexus5x","http1042018080wwwapplecomwwwapplecom2indexhtml",5,83.879712,268
"nexus5x","http1042018080wwwbookingcomwwwbookingcom2indexhtml",1,62.3088,268
"nexus5x","http1042018080wwwbookingcomwwwbookingcom2indexhtml",2,63.243432,396
"nexus5x","http1042018080wwwbookingcomwwwbookingcom2indexhtml",3,79.599492,255
"nexus5x","http1042018080wwwbookingcomwwwbookingcom2indexhtml",4,80.22258,274
"nexus5x","http1042018080wwwbookingcomwwwbookingcom2indexhtml",5,75.860964,270
"nexus5x","http1042018080wwwlinkedincomwwwlinkedincom0indexhtml",1,61.133508,244
"nexus5x","http1042018080wwwlinkedincomwwwlinkedincom0indexhtml",2,65.489076,385
"nexus5x","http1042018080wwwlinkedincomwwwlinkedincom0indexhtml",3,76.066884,246
"nexus5x","http1042018080wwwlinkedincomwwwlinkedincom0indexhtml",4,75.289104,233
"nexus5x","http1042018080wwwlinkedincomwwwlinkedincom0indexhtml",5,77.311332,243
"nexus5x","http1042018080myoutubecommyoutubecom2indexhtml",1,62.1648,230
"nexus5x","http1042018080myoutubecommyoutubecom2indexhtml",2,75.996468,244
"nexus5x","http1042018080myoutubecommyoutubecom2indexhtml",3,77.084352,241
"nexus5x","http1042018080myoutubecommyoutubecom2indexhtml",4,74.442348,276
"nexus5x","http1042018080myoutubecommyoutubecom2indexhtml",5,76.307292,239
"nexus5x","http1042018080wwwokezonecomwwwokezonecom0indexhtml",1,65.507904,538
"nexus5x","http1042018080wwwokezonecomwwwokezonecom0indexhtml",2,83.04912,357
"nexus5x","http1042018080wwwokezonecomwwwokezonecom0indexhtml",3,79.94448,225
"nexus5x","http1042018080wwwokezonecomwwwokezonecom0indexhtml",4,79.634016,393
"nexus5x","http1042018080wwwokezonecomwwwokezonecom0indexhtml",5,78.857856,283
"nexus5x","http1042018080myoutubecommyoutubecom0indexhtml",1,62.204724,261
"nexus5x","http1042018080myoutubecommyoutubecom0indexhtml",2,75.390264,262
"nexus5x","http1042018080myoutubecommyoutubecom0indexhtml",3,78.33762,347
"nexus5x","http1042018080myoutubecommyoutubecom0indexhtml",4,76.321008,414
"nexus5x","http1042018080myoutubecommyoutubecom0indexhtml",5,75.545388,232
"nexus5x","http1042018080wwwokezonecomwwwokezonecom2indexhtml",1,63.85176,263
"nexus5x","http1042018080wwwokezonecomwwwokezonecom2indexhtml",2,78.10992,324
"nexus5x","http1042018080wwwokezonecomwwwokezonecom2indexhtml",3,79.0398,304
"nexus5x","http1042018080wwwokezonecomwwwokezonecom2indexhtml",4,77.79996,388
"nexus5x","http1042018080wwwokezonecomwwwokezonecom2indexhtml",5,80.12466,345
"nexus5x","http1042018080wwwamazoncomwwwamazoncom0indexhtml",1,64.474704,233
"nexus5x","http1042018080wwwamazoncomwwwamazoncom0indexhtml",2,78.715476,230
"nexus5x","http1042018080wwwamazoncomwwwamazoncom0indexhtml",3,65.570148,525
"nexus5x","http1042018080wwwamazoncomwwwamazoncom0indexhtml",4,79.654428,424
"nexus5x","http1042018080wwwamazoncomwwwamazoncom0indexhtml",5,78.715476,268
"nexus5x","http1042018080awsamazoncomawsamazoncom1indexhtml",1,62.450136,302
"nexus5x","http1042018080awsamazoncomawsamazoncom1indexhtml",2,66.810744,452
"nexus5x","http1042018080awsamazoncomawsamazoncom1indexhtml",3,80.359776,290
"nexus5x","http1042018080awsamazoncomawsamazoncom1indexhtml",4,77.400792,389
"nexus5x","http1042018080awsamazoncomawsamazoncom1indexhtml",5,80.20404,496
"nexus5x","http1042018080wwwforbescomwwwforbescom1indexhtml",1,79.15968,297
"nexus5x","http1042018080wwwforbescomwwwforbescom1indexhtml",2,75.27168,308
"nexus5x","http1042018080wwwforbescomwwwforbescom1indexhtml",3,81.18144,334
"nexus5x","http1042018080wwwforbescomwwwforbescom1indexhtml",4,93.15648,284
"nexus5x","http1042018080wwwforbescomwwwforbescom1indexhtml",5,94.24512,293
"nexus5x","http1042018080apacheorgapacheorg2indexhtml",1,62.44668,241
"nexus5x","http1042018080apacheorgapacheorg2indexhtml",2,75.18456,296
"nexus5x","http1042018080apacheorgapacheorg2indexhtml",3,77.82534,244
"nexus5x","http1042018080apacheorgapacheorg2indexhtml",4,75.65058,235
"nexus5x","http1042018080apacheorgapacheorg2indexhtml",5,76.42728,493
"nexus5x","http1042018080nlgodaddycomnlgodaddycom0indexhtml",1,67.991616,303
"nexus5x","http1042018080nlgodaddycomnlgodaddycom0indexhtml",2,79.634016,358
"nexus5x","http1042018080nlgodaddycomnlgodaddycom0indexhtml",3,79.94448,313
"nexus5x","http1042018080nlgodaddycomnlgodaddycom0indexhtml",4,81.186336,314
"nexus5x","http1042018080nlgodaddycomnlgodaddycom0indexhtml",5,78.39216,340
"nexus5x","http1042018080apacheorgapacheorg1indexhtml",1,60.935436,270
"nexus5x","http1042018080apacheorgapacheorg1indexhtml",2,75.20022,254
"nexus5x","http1042018080apacheorgapacheorg1indexhtml",3,80.471988,240
"nexus5x","http1042018080apacheorgapacheorg1indexhtml",4,76.130532,639
"nexus5x","http1042018080apacheorgapacheorg1indexhtml",5,77.060844,239
"nexus5x","http1042018080dsalipaycomdsalipaycom1indexhtml",1,68.17536,224
"nexus5x","http1042018080dsalipaycomdsalipaycom1indexhtml",2,82.275264,375
"nexus5x","http1042018080dsalipaycomdsalipaycom1indexhtml",3,82.740096,209
"nexus5x","http1042018080dsalipaycomdsalipaycom1indexhtml",4,81.810432,250
"nexus5x","http1042018080dsalipaycomdsalipaycom1indexhtml",5,84.754368,214
"nexus5x","http1042018080wwwbuzzfeedcomwwwbuzzfeedcom0indexhtml",1,64.489536,1155
"nexus5x","http1042018080wwwbuzzfeedcomwwwbuzzfeedcom0indexhtml",2,75.603024,467
"nexus5x","http1042018080wwwbuzzfeedcomwwwbuzzfeedcom0indexhtml",3,71.376768,349
"nexus5x","http1042018080wwwbuzzfeedcomwwwbuzzfeedcom0indexhtml",4,76.855248,417
"nexus5x","http1042018080wwwbuzzfeedcomwwwbuzzfeedcom0indexhtml",5,77.637888,360
"nexus5x","http1042018080wwwofficecomwwwofficecom3indexhtml",1,62.7471,552
"nexus5x","http1042018080wwwofficecomwwwofficecom3indexhtml",2,76.1373,272
"nexus5x","http1042018080wwwofficecomwwwofficecom3indexhtml",3,76.7601,263
"nexus5x","http1042018080wwwofficecomwwwofficecom3indexhtml",4,75.5145,270
"nexus5x","http1042018080wwwofficecomwwwofficecom3indexhtml",5,76.6044,303
"nexus5x","http1042018080wwwwikipediaorgwwwwikipediaorg1indexhtml",1,64.370376,264
"nexus5x","http1042018080wwwwikipediaorgwwwwikipediaorg1indexhtml",2,78.363936,249
"nexus5x","http1042018080wwwwikipediaorgwwwwikipediaorg1indexhtml",3,81.007164,387
"nexus5x","http1042018080wwwwikipediaorgwwwwikipediaorg1indexhtml",4,79.607808,258
"nexus5x","http1042018080wwwwikipediaorgwwwwikipediaorg1indexhtml",5,83.18394,378
"nexus5x","http1042018080wwwbookingcomwwwbookingcom1indexhtml",1,61.995024,301
"nexus5x","http1042018080wwwbookingcomwwwbookingcom1indexhtml",2,77.066496,327
"nexus5x","http1042018080wwwbookingcomwwwbookingcom1indexhtml",3,77.532624,380
"nexus5x","http1042018080wwwbookingcomwwwbookingcom1indexhtml",4,75.668112,356
"nexus5x","http1042018080wwwbookingcomwwwbookingcom1indexhtml",5,78.931008,283
"nexus5x","http1042018080wwwtheguardiancomwwwtheguardiancom2internationalhtml",1,65.19744,656
"nexus5x","http1042018080wwwtheguardiancomwwwtheguardiancom2internationalhtml",2,78.857856,487
"nexus5x","http1042018080wwwtheguardiancomwwwtheguardiancom2internationalhtml",3,79.16832,607
"nexus5x","http1042018080wwwtheguardiancomwwwtheguardiancom2internationalhtml",4,77.771232,586
"nexus5x","http1042018080wwwtheguardiancomwwwtheguardiancom2internationalhtml",5,80.410176,502
"nexus5x","http1042018080wwwamazoninwwwamazonin0indexhtml",1,63.106164,529
"nexus5x","http1042018080wwwamazoninwwwamazonin0indexhtml",2,77.681052,252
"nexus5x","http1042018080wwwamazoninwwwamazonin0indexhtml",3,80.782092,226
"nexus5x","http1042018080wwwamazoninwwwamazonin0indexhtml",4,68.688036,250
"nexus5x","http1042018080wwwamazoninwwwamazonin0indexhtml",5,77.991156,255
"nexus5x","http1042018080wwwokezonecomwwwokezonecom3indexhtml",1,62.582832,345
"nexus5x","http1042018080wwwokezonecomwwwokezonecom3indexhtml",2,78.383448,273
"nexus5x","http1042018080wwwokezonecomwwwokezonecom3indexhtml",3,76.67946,347
"nexus5x","http1042018080wwwokezonecomwwwokezonecom3indexhtml",4,77.918724,260
"nexus5x","http1042018080wwwokezonecomwwwokezonecom3indexhtml",5,78.383448,274
"nexus5x","http1042018080awsamazoncomawsamazoncom3indexhtml",1,60.562404,492
"nexus5x","http1042018080awsamazoncomawsamazoncom3indexhtml",2,75.429144,592
"nexus5x","http1042018080awsamazoncomawsamazoncom3indexhtml",3,75.272652,294
"nexus5x","http1042018080awsamazoncomawsamazoncom3indexhtml",4,74.490192,351
"nexus5x","http1042018080awsamazoncomawsamazoncom3indexhtml",5,76.211604,395
"nexus5x","http1042018080wwwbuzzfeedcomwwwbuzzfeedcom2indexhtml",1,62.9028,451
"nexus5x","http1042018080wwwbuzzfeedcomwwwbuzzfeedcom2indexhtml",2,79.7184,575
"nexus5x","http1042018080wwwbuzzfeedcomwwwbuzzfeedcom2indexhtml",3,76.4487,537
"nexus5x","http1042018080wwwbuzzfeedcomwwwbuzzfeedcom2indexhtml",4,76.6044,400
"nexus5x","http1042018080wwwbuzzfeedcomwwwbuzzfeedcom2indexhtml",5,77.0715,600
"nexus5x","http1042018080wwwforbescomwwwforbescom2indexhtml",1,65.16288,320
"nexus5x","http1042018080wwwforbescomwwwforbescom2indexhtml",2,93.62304,253
"nexus5x","http1042018080wwwforbescomwwwforbescom2indexhtml",3,93.00096,374
"nexus5x","http1042018080wwwforbescomwwwforbescom2indexhtml",4,93.93408,323
"nexus5x","http1042018080wwwforbescomwwwforbescom2indexhtml",5,90.35712,280
"nexus5x","http1042018080wwwwikipediaorgwwwwikipediaorg2indexhtml",1,64.606464,283
"nexus5x","http1042018080wwwwikipediaorgwwwwikipediaorg2indexhtml",2,78.273216,266
"nexus5x","http1042018080wwwwikipediaorgwwwwikipediaorg2indexhtml",3,79.360344,236
"nexus5x","http1042018080wwwwikipediaorgwwwwikipediaorg2indexhtml",4,78.894432,258
"nexus5x","http1042018080wwwwikipediaorgwwwwikipediaorg2indexhtml",5,67.246632,340
"nexus5x","http1042018080outlooklivecomoutlooklivecomowa3indexhtml",1,61.923204,220
"nexus5x","http1042018080outlooklivecomoutlooklivecomowa3indexhtml",2,75.114864,269
"nexus5x","http1042018080outlooklivecomoutlooklivecomowa3indexhtml",3,76.201236,253
"nexus5x","http1042018080outlooklivecomoutlooklivecomowa3indexhtml",4,74.649276,239
"nexus5x","http1042018080outlooklivecomoutlooklivecomowa3indexhtml",5,76.511628,232
"nexus5x","http1042018080awsamazoncomawsamazoncom0indexhtml",1,64.656684,372
"nexus5x","http1042018080awsamazoncomawsamazoncom0indexhtml",2,78.766416,340
"nexus5x","http1042018080awsamazoncomawsamazoncom0indexhtml",3,81.557352,294
"nexus5x","http1042018080awsamazoncomawsamazoncom0indexhtml",4,71.32392,361
"nexus5x","http1042018080awsamazoncomawsamazoncom0indexhtml",5,77.215896,281
"nexus5x","http1042018080wwwbuzzfeedcomwwwbuzzfeedcom3indexhtml",1,64.906452,490
"nexus5x","http1042018080wwwbuzzfeedcomwwwbuzzfeedcom3indexhtml",2,78.22854,386
"nexus5x","http1042018080wwwbuzzfeedcomwwwbuzzfeedcom3indexhtml",3,76.67946,422
"nexus5x","http1042018080wwwbuzzfeedcomwwwbuzzfeedcom3indexhtml",4,75.90492,451
"nexus5x","http1042018080wwwbuzzfeedcomwwwbuzzfeedcom3indexhtml",5,77.299092,394
"nexus5x","http1042018080stackexchangecomstackexchangecom0indexhtml",1,61.870068,288
"nexus5x","http1042018080stackexchangecomstackexchangecom0indexhtml",2,62.025912,369
"nexus5x","http1042018080stackexchangecomstackexchangecom0indexhtml",3,76.831092,273
"nexus5x","http1042018080stackexchangecomstackexchangecom0indexhtml",4,76.831092,265
"nexus5x","http1042018080stackexchangecomstackexchangecom0indexhtml",5,75.740184,251
"nexus5x","http1042018080wwwapplecomwwwapplecom1indexhtml",1,72.16128,240
"nexus5x","http1042018080wwwapplecomwwwapplecom1indexhtml",2,76.51584,274
"nexus5x","http1042018080wwwapplecomwwwapplecom1indexhtml",3,88.6464,254
"nexus5x","http1042018080wwwapplecomwwwapplecom1indexhtml",4,83.66976,238
"nexus5x","http1042018080wwwapplecomwwwapplecom1indexhtml",5,86.93568,228
"nexus5x","http1042018080stackexchangecomstackexchangecom3indexhtml",1,61.966296,946
"nexus5x","http1042018080stackexchangecomstackexchangecom3indexhtml",2,74.080008,267
"nexus5x","http1042018080stackexchangecomstackexchangecom3indexhtml",3,77.186088,282
"nexus5x","http1042018080stackexchangecomstackexchangecom3indexhtml",4,75.788352,368
"nexus5x","http1042018080stackexchangecomstackexchangecom3indexhtml",5,78.42852,297
"nexus5x","http1042018080wwwpaypalcomwwwpaypalcomnl1homehtml",1,126.639936,256
