"","subject_url","load_time","energy_consumed","opt_level","subject_id","subject_rank"
"754","apacheorg",80,73.0944,"0","16","80"
"755","apacheorg",80,74.33856,"0","16","80"
"101","apacheorg",89,60.54048,"1","16","80"
"102","apacheorg",42,75.132288,"1","16","80"
"103","apacheorg",59,76.374144,"1","16","80"
"104","apacheorg",91,74.51136,"1","16","80"
"105","apacheorg",28,77.460768,"1","16","80"
"536","apacheorg",73,60.935436,"1","16","80"
"537","apacheorg",57,75.20022,"1","16","80"
"538","apacheorg",43,80.471988,"1","16","80"
"539","apacheorg",322,76.130532,"1","16","80"
"540","apacheorg",42,77.060844,"1","16","80"
"91","apacheorg",141,62.208,"2","16","80"
"92","apacheorg",46,75.89376,"2","16","80"
"93","apacheorg",95,77.60448,"2","16","80"
"94","apacheorg",79,75.58272,"2","16","80"
"95","apacheorg",172,78.22656,"2","16","80"
"526","apacheorg",44,62.44668,"2","16","80"
"527","apacheorg",98,75.18456,"2","16","80"
"528","apacheorg",47,77.82534,"2","16","80"
"529","apacheorg",38,75.65058,"2","16","80"
"530","apacheorg",259,76.42728,"2","16","80"
"281","apacheorg",44,61.147656,"3","16","80"
"282","apacheorg",75,70.483176,"3","16","80"
"283","apacheorg",81,77.329224,"3","16","80"
"284","apacheorg",66,76.706856,"3","16","80"
"285","apacheorg",39,77.640408,"3","16","80"
"716","apacheorg",86,61.571664,"3","16","80"
"717","apacheorg",332,76.96458,"3","16","80"
"718","apacheorg",37,66.547152,"3","16","80"
"719","apacheorg",87,76.342644,"3","16","80"
"720","apacheorg",53,76.653612,"3","16","80"
"251","theguardiancom",274,61.657848,"0","17","84"
"252","theguardiancom",257,75.585636,"0","17","84"
"253","theguardiancom",252,78.715476,"0","17","84"
"254","theguardiancom",284,78.558984,"0","17","84"
"255","theguardiancom",7,78.089508,"0","17","84"
"671","theguardiancom",336,64.207728,"0","17","84"
"672","theguardiancom",255,76.986936,"0","17","84"
"673","theguardiancom",290,79.792128,"0","17","84"
"674","theguardiancom",283,75.740184,"0","17","84"
"675","theguardiancom",269,77.298624,"0","17","84"
"411","theguardiancom",292,63.535752,"1","17","84"
"412","theguardiancom",337,78.871968,"1","17","84"
"413","theguardiancom",264,79.967412,"1","17","84"
"414","theguardiancom",248,79.967412,"1","17","84"
"415","theguardiancom",272,78.089508,"1","17","84"
"826","theguardiancom",277,63.066276,"1","17","84"
"827","theguardiancom",324,76.368096,"1","17","84"
"828","theguardiancom",273,75.429144,"1","17","84"
"829","theguardiancom",301,76.524588,"1","17","84"
"830","theguardiancom",262,75.585636,"1","17","84"
"131","theguardiancom",334,64.636416,"2","17","84"
"132","theguardiancom",335,78.620256,"2","17","84"
"133","theguardiancom",328,75.668112,"2","17","84"
"134","theguardiancom",282,52.361712,"2","17","84"
"135","theguardiancom",274,81.261648,"2","17","84"
"566","theguardiancom",323,65.19744,"2","17","84"
"567","theguardiancom",255,78.857856,"2","17","84"
"568","theguardiancom",316,79.16832,"2","17","84"
"569","theguardiancom",307,77.771232,"2","17","84"
"570","theguardiancom",266,80.410176,"2","17","84"
"421","theguardiancom",261,65.16288,"3","17","84"
"422","theguardiancom",276,68.4288,"3","17","84"
"423","theguardiancom",276,77.91552,"3","17","84"
"424","theguardiancom",253,76.9824,"3","17","84"
"425","theguardiancom",291,79.00416,"3","17","84"
"836","theguardiancom",297,63.155736,"3","17","84"
"837","theguardiancom",330,77.933556,"3","17","84"
"838","theguardiancom",295,77.778,"3","17","84"
"839","theguardiancom",294,78.55578,"3","17","84"
"840","theguardiancom",289,76.22244,"3","17","84"
"191","stackexchangecom",240,61.628688,"0","18","87"
"192","stackexchangecom",148,76.413348,"0","18","87"
"193","stackexchangecom",207,77.191488,"0","18","87"
"194","stackexchangecom",121,76.568976,"0","18","87"
"195","stackexchangecom",200,63.02934,"0","18","87"
"616","stackexchangecom",90,61.870068,"0","18","87"
"617","stackexchangecom",163,62.025912,"0","18","87"
"618","stackexchangecom",76,76.831092,"0","18","87"
"619","stackexchangecom",68,76.831092,"0","18","87"
"620","stackexchangecom",54,75.740184,"0","18","87"
"6","stackexchangecom",52,61.17552,"1","18","87"
"7","stackexchangecom",84,75.06486,"1","18","87"
"8","stackexchangecom",141,76.62546,"1","18","87"
"9","stackexchangecom",236,74.9088,"1","18","87"
"10","stackexchangecom",110,76.62546,"1","18","87"
"441","stackexchangecom",166,61.80012,"1","18","87"
"442","stackexchangecom",144,75.411792,"1","18","87"
"443","stackexchangecom",94,76.976352,"1","18","87"
"444","stackexchangecom",290,76.037616,"1","18","87"
"445","stackexchangecom",142,79.166736,"1","18","87"
"386","stackexchangecom",41,62.83008,"2","18","87"
"387","stackexchangecom",103,52.0992,"2","18","87"
"388","stackexchangecom",61,76.67136,"2","18","87"
"389","stackexchangecom",147,74.02752,"2","18","87"
"390","stackexchangecom",342,77.76,"2","18","87"
"201","stackexchangecom",140,61.020324,"3","18","87"
"202","stackexchangecom",260,74.994444,"3","18","87"
"203","stackexchangecom",110,79.031412,"3","18","87"
"204","stackexchangecom",72,74.52864,"3","18","87"
"205","stackexchangecom",45,75.770784,"3","18","87"
"626","stackexchangecom",341,61.966296,"3","18","87"
"627","stackexchangecom",70,74.080008,"3","18","87"
"628","stackexchangecom",85,77.186088,"3","18","87"
"629","stackexchangecom",162,75.788352,"3","18","87"
"630","stackexchangecom",99,78.42852,"3","18","87"
"336","paypalcomp",72,62.413416,"0","19","88"
"337","paypalcomp",105,77.590872,"0","19","88"
"338","paypalcomp",73,79.913952,"0","19","88"
"339","paypalcomp",191,79.294464,"0","19","88"
"340","paypalcomp",59,78.520104,"0","19","88"
"206","paypalcomp",48,192.44304,"1","19","88"
"207","paypalcomp",223,204.85872,"1","19","88"
"208","paypalcomp",34,204.85872,"1","19","88"
"209","paypalcomp",58,220.37832,"1","19","88"
"210","paypalcomp",90,180.02736,"1","19","88"
"631","paypalcomp",59,126.639936,"1","19","88"
"632","paypalcomp",159,149.298552,"1","19","88"
"633","paypalcomp",77,125.087976,"1","19","88"
"634","paypalcomp",82,124.001604,"1","19","88"
"635","paypalcomp",119,139.831596,"1","19","88"
"316","paypalcomp",208,59.733504,"2","19","88"
"317","paypalcomp",29,77.155776,"2","19","88"
"318","paypalcomp",46,68.44464,"2","19","88"
"319","paypalcomp",88,77.778,"2","19","88"
"320","paypalcomp",61,83.844684,"2","19","88"
"756","paypalcomp",41,62.631036,"2","19","88"
"757","paypalcomp",147,75.219408,"2","19","88"
"758","paypalcomp",66,76.618116,"2","19","88"
"759","paypalcomp",319,77.084352,"2","19","88"
"760","paypalcomp",58,77.084352,"2","19","88"
"451","paypalcomp",46,63.155736,"3","19","88"
"452","paypalcomp",83,84.466908,"3","19","88"
"453","paypalcomp",256,66.88908,"3","19","88"
"454","paypalcomp",52,76.844664,"3","19","88"
"455","paypalcomp",22,77.155776,"3","19","88"
"266","forbescom",143,70.025868,"0","20","102"
"267","forbescom",245,96.110892,"0","20","102"
"268","forbescom",93,95.955624,"0","20","102"
"269","forbescom",140,91.918656,"0","20","102"
"270","forbescom",63,92.539728,"0","20","102"
"701","forbescom",177,81.982944,"0","20","102"
"702","forbescom",83,83.391048,"0","20","102"
"703","forbescom",127,81.044208,"0","20","102"
"704","forbescom",91,96.22044,"0","20","102"
"705","forbescom",68,96.22044,"0","20","102"
"86","forbescom",111,66.032064,"1","20","102"
"87","forbescom",83,80.515512,"1","20","102"
"88","forbescom",90,95.466168,"1","20","102"
"89","forbescom",148,93.285864,"1","20","102"
"90","forbescom",100,96.55632,"1","20","102"
"521","forbescom",99,79.15968,"1","20","102"
"522","forbescom",110,75.27168,"1","20","102"
"523","forbescom",135,81.18144,"1","20","102"
"524","forbescom",87,93.15648,"1","20","102"
"525","forbescom",95,94.24512,"1","20","102"
"156","forbescom",225,65.223216,"2","20","102"
"157","forbescom",98,91.84176,"2","20","102"
"158","forbescom",94,93.3984,"2","20","102"
"159","forbescom",117,91.06344,"2","20","102"
"160","forbescom",69,91.686096,"2","20","102"
"591","forbescom",121,65.16288,"2","20","102"
"592","forbescom",56,93.62304,"2","20","102"
"593","forbescom",168,93.00096,"2","20","102"
"594","forbescom",124,93.93408,"2","20","102"
"595","forbescom",83,90.35712,"2","20","102"
"406","forbescom",281,62.892648,"3","20","102"
"407","forbescom",96,78.073632,"3","20","102"
"408","forbescom",97,96.352776,"3","20","102"
"409","forbescom",90,77.454,"3","20","102"
"410","forbescom",178,72.651852,"3","20","102"
"821","forbescom",125,62.175852,"3","20","102"
"822","forbescom",102,74.269908,"3","20","102"
"823","forbescom",164,77.060844,"3","20","102"
"824","forbescom",306,77.060844,"3","20","102"
"825","forbescom",127,77.370948,"3","20","102"
"296","bookingcom",111,63.755964,"0","21","104"
"297","bookingcom",169,75.23514,"0","21","104"
"298","bookingcom",70,81.284976,"0","21","104"
"299","bookingcom",207,55.379268,"0","21","104"
"300","bookingcom",313,77.872248,"0","21","104"
"731","bookingcom",250,62.175852,"0","21","104"
"732","bookingcom",117,77.526,"0","21","104"
"733","bookingcom",196,78.30126,"0","21","104"
"734","bookingcom",185,74.42496,"0","21","104"
"735","bookingcom",116,76.285584,"0","21","104"
"126","bookingcom",140,62.36352,"1","21","104"
"127","bookingcom",278,75.27168,"1","21","104"
"128","bookingcom",189,76.9824,"1","21","104"
"129","bookingcom",134,76.51584,"1","21","104"
"130","bookingcom",80,78.84864,"1","21","104"
"561","bookingcom",103,61.995024,"1","21","104"
"562","bookingcom",128,77.066496,"1","21","104"
"563","bookingcom",173,77.532624,"1","21","104"
"564","bookingcom",153,75.668112,"1","21","104"
"565","bookingcom",86,78.931008,"1","21","104"
"46","bookingcom",305,63.535752,"2","21","104"
"47","bookingcom",126,80.123904,"2","21","104"
"48","bookingcom",72,80.749872,"2","21","104"
"49","bookingcom",271,80.280396,"2","21","104"
"50","bookingcom",153,78.089508,"2","21","104"
"481","bookingcom",71,62.3088,"2","21","104"
"482","bookingcom",189,63.243432,"2","21","104"
"483","bookingcom",58,79.599492,"2","21","104"
"484","bookingcom",77,80.22258,"2","21","104"
"485","bookingcom",73,75.860964,"2","21","104"
"346","bookingcom",304,61.51572,"3","21","104"
"347","bookingcom",149,72.884448,"3","21","104"
"348","bookingcom",76,74.75328,"3","21","104"
"349","bookingcom",87,66.655008,"3","21","104"
"350","bookingcom",206,77.868,"3","21","104"
"781","bookingcom",119,64.07424,"3","21","104"
"782","bookingcom",165,76.04928,"3","21","104"
"783","bookingcom",75,76.82688,"3","21","104"
"784","bookingcom",311,77.13792,"3","21","104"
"785","bookingcom",78,76.9824,"3","21","104"
"306","bbccom",279,63.491904,"0","22","109"
"307","bbccom",204,76.159008,"0","22","109"
"308","bbccom",222,71.467488,"0","22","109"
"309","bbccom",216,77.41008,"0","22","109"
"310","bbccom",197,78.348384,"0","22","109"
"741","bbccom",241,62.352,"0","22","109"
"742","bbccom",333,76.06944,"0","22","109"
"743","bbccom",262,78.09588,"0","22","109"
"744","bbccom",247,75.6018,"0","22","109"
"745","bbccom",232,77.94,"0","22","109"
"216","bbccom",4,62.909784,"1","22","109"
"217","bbccom",5,76.837572,"1","22","109"
"218","bbccom",253,79.654428,"1","22","109"
"219","bbccom",146,76.211604,"1","22","109"
"220","bbccom",219,77.933016,"1","22","109"
"636","bbccom",249,66.196116,"1","22","109"
"637","bbccom",299,77.46354,"1","22","109"
"638","bbccom",221,75.89862,"1","22","109"
"639","bbccom",220,74.3337,"1","22","109"
"640","bbccom",68,76.368096,"1","22","109"
"271","bbccom",175,61.81434,"2","22","109"
"272","bbccom",208,75.742128,"2","22","109"
"273","bbccom",265,62.909784,"2","22","109"
"274","bbccom",129,75.89862,"2","22","109"
"275","bbccom",222,78.246,"2","22","109"
"706","bbccom",235,63.1314,"2","22","109"
"707","bbccom",257,75.75768,"2","22","109"
"708","bbccom",257,77.47236,"2","22","109"
"709","bbccom",280,75.29004,"2","22","109"
"710","bbccom",234,77.62824,"2","22","109"
"391","bbccom",184,61.9632,"3","22","109"
"392","bbccom",315,66.300624,"3","22","109"
"393","bbccom",55,76.834368,"3","22","109"
"394","bbccom",308,76.214736,"3","22","109"
"395","bbccom",87,76.524552,"3","22","109"
"806","bbccom",233,60.935616,"3","22","109"
"807","bbccom",173,72.905112,"3","22","109"
"808","bbccom",214,77.102208,"3","22","109"
"809","bbccom",241,61.246512,"3","22","109"
"810","bbccom",267,74.304144,"3","22","109"
"136","amazonin",173,64.095948,"0","23","143"
"137","amazonin",67,77.908392,"0","23","143"
"138","amazonin",232,79.615548,"0","23","143"
"139","amazonin",47,76.04604,"0","23","143"
"140","amazonin",37,78.994764,"0","23","143"
"571","amazonin",282,63.106164,"0","23","143"
"572","amazonin",55,77.681052,"0","23","143"
"573","amazonin",29,80.782092,"0","23","143"
"574","amazonin",53,68.688036,"0","23","143"
"575","amazonin",58,77.991156,"0","23","143"
"221","amazonin",127,63.496224,"1","23","143"
"222","amazonin",325,78.903396,"1","23","143"
"223","amazonin",71,76.724604,"1","23","143"
"224","amazonin",215,77.347116,"1","23","143"
"225","amazonin",244,70.0326,"1","23","143"
"641","amazonin",96,62.138664,"1","23","143"
"642","amazonin",63,77.245056,"1","23","143"
"643","amazonin",68,79.42536,"1","23","143"
"644","amazonin",32,82.384344,"1","23","143"
"645","amazonin",49,70.392672,"1","23","143"
"246","amazonin",30,63.706896,"2","23","143"
"247","amazonin",171,73.56816,"2","23","143"
"248","amazonin",130,76.229136,"2","23","143"
"249","amazonin",50,74.507328,"2","23","143"
"250","amazonin",96,76.385664,"2","23","143"
"666","amazonin",139,62.127324,"2","23","143"
"667","amazonin",50,75.11616,"2","23","143"
"668","amazonin",148,80.280396,"2","23","143"
"669","amazonin",270,76.524588,"2","23","143"
"670","amazonin",168,80.123904,"2","23","143"
"241","amazonin",128,61.822656,"3","23","143"
"242","amazonin",2,76.387392,"3","23","143"
"243","amazonin",59,79.486272,"3","23","143"
"244","amazonin",195,76.232448,"3","23","143"
"245","amazonin",100,77.626944,"3","23","143"
"661","amazonin",57,61.30242,"3","23","143"
"662","amazonin",125,65.027124,"3","23","143"
"663","amazonin",274,78.063588,"3","23","143"
"664","amazonin",209,77.442804,"3","23","143"
"665","amazonin",49,77.132412,"3","23","143"
