"subject_url","load_time","energy_consumed","opt_level","subject_id","subject_rank"
"amazonin",380,64.095948,"0","23","143"
"amazonin",264,77.908392,"0","23","143"
"amazonin",454,79.615548,"0","23","143"
"amazonin",244,76.04604,"0","23","143"
"amazonin",234,78.994764,"0","23","143"
"amazonin",529,63.106164,"0","23","143"
"amazonin",252,77.681052,"0","23","143"
"amazonin",226,80.782092,"0","23","143"
"amazonin",250,68.688036,"0","23","143"
"amazonin",255,77.991156,"0","23","143"
"amazonin",326,63.496224,"1","23","143"
"amazonin",665,78.903396,"1","23","143"
"amazonin",268,76.724604,"1","23","143"
"amazonin",431,77.347116,"1","23","143"
"amazonin",470,70.0326,"1","23","143"
"amazonin",294,62.138664,"1","23","143"
"amazonin",260,77.245056,"1","23","143"
"amazonin",265,79.42536,"1","23","143"
"amazonin",229,82.384344,"1","23","143"
"amazonin",246,70.392672,"1","23","143"
"amazonin",227,63.706896,"2","23","143"
"amazonin",378,73.56816,"2","23","143"
"amazonin",329,76.229136,"2","23","143"
"amazonin",247,74.507328,"2","23","143"
"amazonin",294,76.385664,"2","23","143"
"amazonin",338,62.127324,"2","23","143"
"amazonin",247,75.11616,"2","23","143"
"amazonin",350,80.280396,"2","23","143"
"amazonin",510,76.524588,"2","23","143"
"amazonin",374,80.123904,"2","23","143"
"amazonin",327,61.822656,"3","23","143"
"amazonin",1022,76.387392,"3","23","143"
"amazonin",256,79.486272,"3","23","143"
"amazonin",407,76.232448,"3","23","143"
"amazonin",298,77.626944,"3","23","143"
"amazonin",254,61.30242,"3","23","143"
"amazonin",324,65.027124,"3","23","143"
"amazonin",515,78.063588,"3","23","143"
"amazonin",425,77.442804,"3","23","143"
"amazonin",246,77.132412,"3","23","143"
